,i,vehicle_id,manufacturer_id,zipcode,timestamp,latlon,dist,seconds,co2_grams,total_dist,total_seconds,total_co2_grams,timestamp_tripstart,avg_kmperhour,avg_co2perkm,trip_id
274,5,V52876905,V11338,13509,2021-08-19 12:07:04,"(52.5919747, 13.3059646)",0.02,3.0,2.46,0.11,13.0,12.0,2021-08-19 12:06:51,30.46153846153846,109.0909090909091,5
275,6,V52876905,V11338,13403,2021-08-19 12:07:07,"(52.5919921, 13.3061148)",0.01,3.0,1.14,0.12,16.0,13.0,2021-08-19 12:06:51,27.0,108.33333333333334,5
276,7,V52876905,V11338,13509,2021-08-19 12:07:11,"(52.5920058, 13.3062341)",0.01,4.0,1.32,0.13,20.0,14.0,2021-08-19 12:06:51,23.400000000000002,107.6923076923077,5
277,8,V52876905,V11338,13509,2021-08-19 12:07:21,"(52.5920107, 13.3062763)",0.0,10.0,0.0,0.13,30.0,14.0,2021-08-19 12:06:51,15.600000000000001,107.6923076923077,5
278,9,V52876905,V11338,13509,2021-08-19 12:07:23,"(52.5920499, 13.3064925)",0.02,2.0,2.8,0.15,32.0,17.0,2021-08-19 12:06:51,16.875,113.33333333333334,5
279,10,V52876905,V11338,13509,2021-08-19 12:07:26,"(52.5921297, 13.3069334)",0.03,3.0,3.39,0.18,35.0,20.0,2021-08-19 12:06:51,18.514285714285712,111.11111111111111,5
280,11,V52876905,V11338,13437,2021-08-19 12:07:27,"(52.5921601, 13.3071024)",0.01,1.0,1.06,0.19,36.0,21.0,2021-08-19 12:06:51,19.0,110.52631578947368,5
281,12,V52876905,V11338,13437,2021-08-19 12:07:36,"(52.5924555, 13.3081598)",0.08,9.0,7.28,0.27,45.0,28.0,2021-08-19 12:06:51,21.6,103.7037037037037,5
282,13,V52876905,V11338,13437,2021-08-19 12:07:40,"(52.5925989, 13.3087663)",0.04,4.0,3.32,0.31,49.0,31.0,2021-08-19 12:06:51,22.775510204081634,100.0,5
283,14,V52876905,V11338,13437,2021-08-19 12:07:53,"(52.5928171, 13.3099525)",0.08,13.0,6.24,0.39,62.0,37.0,2021-08-19 12:06:51,22.645161290322577,94.87179487179486,5
284,15,V52876905,V11338,13437,2021-08-19 12:07:55,"(52.5928329, 13.3100504)",0.01,2.0,0.9,0.4,64.0,38.0,2021-08-19 12:06:51,22.5,95.0,5
285,16,V52876905,V11338,13437,2021-08-19 12:07:57,"(52.5928665, 13.3102614)",0.01,2.0,1.01,0.41,66.0,39.0,2021-08-19 12:06:51,22.363636363636363,95.1219512195122,5
286,17,V52876905,V11338,13437,2021-08-19 12:07:59,"(52.5928785, 13.3103392)",0.01,2.0,1.18,0.42,68.0,40.0,2021-08-19 12:06:51,22.235294117647058,95.23809523809524,5
287,18,V52876905,V11338,13437,2021-08-19 12:08:04,"(52.5929426, 13.3107393)",0.03,5.0,3.0,0.45,73.0,43.0,2021-08-19 12:06:51,22.19178082191781,95.55555555555556,5
288,19,V52876905,V11338,13437,2021-08-19 12:08:10,"(52.5930427, 13.3113677)",0.04,6.0,2.92,0.49,79.0,46.0,2021-08-19 12:06:51,22.329113924050635,93.87755102040816,5
289,20,V52876905,V11338,13437,2021-08-19 12:08:24,"(52.5931718, 13.3121624)",0.06,14.0,4.2,0.55,93.0,50.0,2021-08-19 12:06:51,21.290322580645164,90.9090909090909,5
290,21,V52876905,V11338,13437,2021-08-19 12:08:38,"(52.5932678, 13.3127473)",0.04,14.0,2.48,0.59,107.0,52.0,2021-08-19 12:06:51,19.850467289719624,88.13559322033899,5
291,22,V52876905,V11338,13437,2021-08-19 12:08:54,"(52.593384, 13.3134412)",0.05,16.0,2.55,0.64,123.0,55.0,2021-08-19 12:06:51,18.731707317073173,85.9375,5
292,23,V52876905,V11338,13437,2021-08-19 12:09:17,"(52.5935505, 13.3144377)",0.07,23.0,3.64,0.71,146.0,59.0,2021-08-19 12:06:51,17.506849315068493,83.09859154929578,5
293,24,V52876905,V11338,13437,2021-08-19 12:09:20,"(52.5935622, 13.3144991)",0.0,3.0,0.0,0.71,149.0,59.0,2021-08-19 12:06:51,17.154362416107382,83.09859154929578,5
294,25,V52876905,V11338,13437,2021-08-19 12:09:28,"(52.5937287, 13.315545)",0.07,8.0,8.12,0.78,157.0,67.0,2021-08-19 12:06:51,17.885350318471335,85.8974358974359,5
295,26,V52876905,V11338,13437,2021-08-19 12:09:33,"(52.5938514, 13.3162866)",0.05,5.0,5.05,0.83,162.0,72.0,2021-08-19 12:06:51,18.444444444444443,86.74698795180723,5
296,27,V52876905,V11338,13437,2021-08-19 12:09:34,"(52.5938837, 13.3164777)",0.01,1.0,0.86,0.84,163.0,73.0,2021-08-19 12:06:51,18.552147239263803,86.90476190476191,5
297,28,V52876905,V11338,13437,2021-08-19 12:09:36,"(52.5939356, 13.3168168)",0.02,2.0,1.48,0.86,165.0,74.0,2021-08-19 12:06:51,18.763636363636365,86.04651162790698,5
298,29,V52876905,V11338,13437,2021-08-19 12:09:42,"(52.5940187, 13.3173586)",0.04,6.0,3.56,0.9,171.0,78.0,2021-08-19 12:06:51,18.94736842105263,86.66666666666667,5
299,30,V52876905,V11338,13437,2021-08-19 12:09:50,"(52.5941675, 13.3181354)",0.06,8.0,6.3,0.96,179.0,84.0,2021-08-19 12:06:51,19.3072625698324,87.5,5
300,31,V52876905,V11338,13437,2021-08-19 12:09:53,"(52.5942256, 13.3185718)",0.03,3.0,2.52,0.99,182.0,87.0,2021-08-19 12:06:51,19.582417582417584,87.87878787878788,5
301,32,V52876905,V11338,13437,2021-08-19 12:09:54,"(52.5942354, 13.3187489)",0.01,1.0,0.92,1.0,183.0,88.0,2021-08-19 12:06:51,19.672131147540984,88.0,5
302,33,V52876905,V11338,13437,2021-08-19 12:09:55,"(52.5942273, 13.3188958)",0.01,1.0,1.02,1.01,184.0,89.0,2021-08-19 12:06:51,19.76086956521739,88.11881188118812,5
303,34,V52876905,V11338,13437,2021-08-19 12:09:56,"(52.5942089, 13.3190225)",0.01,1.0,1.06,1.02,185.0,90.0,2021-08-19 12:06:51,19.84864864864865,88.23529411764706,5
304,35,V52876905,V11338,13437,2021-08-19 12:09:57,"(52.5941671, 13.3191678)",0.01,1.0,1.12,1.03,186.0,91.0,2021-08-19 12:06:51,19.935483870967744,88.3495145631068,5
305,36,V52876905,V11338,13437,2021-08-19 12:09:59,"(52.5941264, 13.3193091)",0.01,2.0,1.23,1.04,188.0,92.0,2021-08-19 12:06:51,19.914893617021278,88.46153846153845,5
306,37,V52876905,V11338,13437,2021-08-19 12:10:01,"(52.5941037, 13.3193911)",0.01,2.0,1.32,1.05,190.0,93.0,2021-08-19 12:06:51,19.894736842105264,88.57142857142857,5
307,38,V52876905,V11338,13437,2021-08-19 12:10:30,"(52.5936424, 13.3210179)",0.12,29.0,16.32,1.17,219.0,109.0,2021-08-19 12:06:51,19.232876712328768,93.16239316239317,5
308,39,V52876905,V11338,13437,2021-08-19 12:10:34,"(52.5935974, 13.3211528)",0.01,4.0,1.54,1.18,223.0,111.0,2021-08-19 12:06:51,19.049327354260086,94.0677966101695,5
309,40,V52876905,V11338,13437,2021-08-19 12:10:43,"(52.5935072, 13.3213418)",0.02,9.0,3.2,1.2,232.0,114.0,2021-08-19 12:06:51,18.620689655172413,95.0,5
310,41,V52876905,V11338,13437,2021-08-19 12:10:55,"(52.5933846, 13.3215715)",0.02,12.0,2.76,1.22,244.0,117.0,2021-08-19 12:06:51,18.0,95.90163934426229,5
311,42,V52876905,V11338,13437,2021-08-19 12:11:09,"(52.5932677, 13.3218178)",0.02,14.0,2.7,1.24,258.0,120.0,2021-08-19 12:06:51,17.302325581395348,96.7741935483871,5
312,43,V52876905,V11338,13437,2021-08-19 12:11:12,"(52.5932478, 13.3218694)",0.0,3.0,0.0,1.24,261.0,120.0,2021-08-19 12:06:51,17.10344827586207,96.7741935483871,5
313,44,V52876905,V11338,13437,2021-08-19 12:11:14,"(52.5931443, 13.3221291)",0.02,2.0,2.78,1.26,263.0,123.0,2021-08-19 12:06:51,17.24714828897338,97.61904761904762,5
314,45,V52876905,V11338,13437,2021-08-19 12:11:20,"(52.592857, 13.3228501)",0.06,6.0,6.84,1.32,269.0,130.0,2021-08-19 12:06:51,17.665427509293682,98.48484848484848,5
315,46,V52876905,V11338,13437,2021-08-19 12:11:25,"(52.5927259, 13.3232252)",0.03,5.0,2.73,1.35,274.0,133.0,2021-08-19 12:06:51,17.737226277372265,98.51851851851852,5
316,47,V52876905,V11338,13437,2021-08-19 12:11:28,"(52.5926508, 13.3234448)",0.02,3.0,1.68,1.37,277.0,135.0,2021-08-19 12:06:51,17.80505415162455,98.54014598540145,5
317,48,V52876905,V11338,13437,2021-08-19 12:11:41,"(52.5924224, 13.3241122)",0.05,13.0,3.7,1.42,290.0,139.0,2021-08-19 12:06:51,17.627586206896552,97.88732394366198,5
318,49,V52876905,V11338,13437,2021-08-19 12:12:10,"(52.5920478, 13.3251623)",0.08,29.0,4.56,1.5,319.0,144.0,2021-08-19 12:06:51,16.927899686520377,96.0,5
319,50,V52876905,V11338,13437,2021-08-19 12:12:22,"(52.5919044, 13.3255579)",0.03,12.0,2.01,1.53,331.0,146.0,2021-08-19 12:06:51,16.6404833836858,95.42483660130719,5
320,51,V52876905,V11338,13437,2021-08-19 12:12:36,"(52.5917259, 13.3261379)",0.04,14.0,2.2,1.57,345.0,148.0,2021-08-19 12:06:51,16.382608695652173,94.26751592356688,5
321,52,V52876905,V11338,13437,2021-08-19 12:12:43,"(52.5917117, 13.3261841)",0.0,7.0,0.0,1.57,352.0,148.0,2021-08-19 12:06:51,16.056818181818183,94.26751592356688,5
322,53,V52876905,V11338,13437,2021-08-19 12:12:44,"(52.5916679, 13.3263192)",0.01,1.0,1.36,1.58,353.0,149.0,2021-08-19 12:06:51,16.113314447592067,94.30379746835443,5
323,54,V52876905,V11338,13437,2021-08-19 12:12:45,"(52.5915864, 13.3262584)",0.01,1.0,0.95,1.59,354.0,150.0,2021-08-19 12:06:51,16.169491525423727,94.33962264150944,5
324,55,V52876905,V11338,13437,2021-08-19 12:12:46,"(52.59154, 13.3262237)",0.01,1.0,1.01,1.6,355.0,151.0,2021-08-19 12:06:51,16.225352112676056,94.375,5
325,56,V52876905,V11338,13437,2021-08-19 12:12:47,"(52.5913909, 13.3261123)",0.02,1.0,1.66,1.62,356.0,153.0,2021-08-19 12:06:51,16.382022471910112,94.44444444444444,5
326,57,V52876905,V11338,13437,2021-08-19 12:12:48,"(52.5912953, 13.3260408)",0.01,1.0,0.7,1.63,357.0,154.0,2021-08-19 12:06:51,16.436974789915965,94.47852760736197,5
327,58,V52876905,V11338,13437,2021-08-19 12:12:54,"(52.5907456, 13.3256301)",0.07,6.0,5.25,1.7,363.0,159.0,2021-08-19 12:06:51,16.859504132231404,93.52941176470588,5
328,59,V52876905,V11338,13437,2021-08-19 12:12:55,"(52.590684, 13.3255841)",0.01,1.0,0.56,1.71,364.0,160.0,2021-08-19 12:06:51,16.912087912087912,93.5672514619883,5
329,60,V52876905,V11338,13437,2021-08-19 12:12:57,"(52.5904857, 13.3254752)",0.02,2.0,1.32,1.73,366.0,161.0,2021-08-19 12:06:51,17.016393442622952,93.0635838150289,5
330,61,V52876905,V11338,13437,2021-08-19 12:12:58,"(52.5904245, 13.3254601)",0.01,1.0,0.61,1.74,367.0,162.0,2021-08-19 12:06:51,17.068119891008177,93.10344827586206,5
331,62,V52876905,V11338,13437,2021-08-19 12:13:09,"(52.5897805, 13.3254061)",0.07,11.0,4.9,1.81,378.0,167.0,2021-08-19 12:06:51,17.23809523809524,92.26519337016575,5
332,63,V52876905,V11338,13437,2021-08-19 12:13:13,"(52.5894712, 13.3253796)",0.03,4.0,1.56,1.84,382.0,169.0,2021-08-19 12:06:51,17.340314136125656,91.84782608695652,5
333,64,V52876905,V11338,13437,2021-08-19 12:13:17,"(52.5892744, 13.3253627)",0.02,4.0,0.86,1.86,386.0,170.0,2021-08-19 12:06:51,17.347150259067355,91.39784946236558,5
334,65,V52876905,V11338,13437,2021-08-19 12:13:23,"(52.5889933, 13.3251887)",0.03,6.0,1.38,1.89,392.0,171.0,2021-08-19 12:06:51,17.357142857142858,90.47619047619048,5
335,66,V52876905,V11338,13437,2021-08-19 12:13:28,"(52.5888428, 13.3250873)",0.02,5.0,1.04,1.91,397.0,172.0,2021-08-19 12:06:51,17.319899244332493,90.05235602094241,5
336,67,V52876905,V11338,13437,2021-08-19 12:13:32,"(52.5887294, 13.3250109)",0.01,4.0,0.58,1.92,401.0,173.0,2021-08-19 12:06:51,17.236907730673316,90.10416666666667,5
337,68,V52876905,V11338,13437,2021-08-19 12:13:36,"(52.5886278, 13.3249233)",0.01,4.0,0.57,1.93,405.0,174.0,2021-08-19 12:06:51,17.155555555555555,90.15544041450778,5
338,69,V52876905,V11338,13437,2021-08-19 12:13:50,"(52.5884418, 13.3247627)",0.02,14.0,1.16,1.95,419.0,175.0,2021-08-19 12:06:51,16.75417661097852,89.74358974358975,5
339,70,V52876905,V11338,13437,2021-08-19 12:14:35,"(52.5880151, 13.3243826)",0.05,45.0,3.1,2.0,464.0,178.0,2021-08-19 12:06:51,15.517241379310345,89.0,5
340,71,V52876905,V11338,13437,2021-08-19 12:14:47,"(52.5879455, 13.3243165)",0.01,12.0,0.56,2.01,476.0,179.0,2021-08-19 12:06:51,15.201680672268907,89.05472636815921,5
341,72,V52876905,V11338,13437,2021-08-19 12:15:23,"(52.5878485, 13.3241583)",0.02,36.0,0.92,2.03,512.0,180.0,2021-08-19 12:06:51,14.273437499999998,88.66995073891627,5
342,73,V52876905,V11338,13437,2021-08-19 12:15:41,"(52.5877933, 13.3241006)",0.01,18.0,0.52,2.04,530.0,181.0,2021-08-19 12:06:51,13.856603773584906,88.72549019607843,5
343,74,V52876905,V11338,13437,2021-08-19 12:15:59,"(52.5877462, 13.3240464)",0.01,18.0,0.57,2.05,548.0,182.0,2021-08-19 12:06:51,13.467153284671534,88.78048780487805,5
344,75,V52876905,V11338,13403,2021-08-19 12:16:17,"(52.5876493, 13.3239259)",0.01,18.0,0.59,2.06,566.0,183.0,2021-08-19 12:06:51,13.102473498233214,88.83495145631068,5
345,76,V52876905,V11338,13403,2021-08-19 12:16:53,"(52.5875124, 13.3238008)",0.02,36.0,1.4,2.08,602.0,184.0,2021-08-19 12:06:51,12.438538205980068,88.46153846153845,5
346,77,V52876905,V11338,13403,2021-08-19 12:17:11,"(52.587402, 13.3236956)",0.01,18.0,0.81,2.09,620.0,185.0,2021-08-19 12:06:51,12.135483870967741,88.51674641148325,5
347,78,V52876905,V11338,13403,2021-08-19 12:17:47,"(52.5872111, 13.323532)",0.02,36.0,1.7,2.11,656.0,187.0,2021-08-19 12:06:51,11.579268292682926,88.62559241706161,5
348,79,V52876905,V11338,13403,2021-08-19 12:18:05,"(52.5871316, 13.323455)",0.01,18.0,0.79,2.12,674.0,188.0,2021-08-19 12:06:51,11.323442136498517,88.67924528301886,5
349,80,V52876905,V11338,13403,2021-08-19 12:18:59,"(52.5869121, 13.323288)",0.03,54.0,2.07,2.15,728.0,190.0,2021-08-19 12:06:51,10.631868131868131,88.37209302325581,5
350,81,V52876905,V11338,13403,2021-08-19 12:19:35,"(52.5868377, 13.3232425)",0.01,36.0,0.57,2.16,764.0,191.0,2021-08-19 12:06:51,10.17801047120419,88.42592592592592,5
351,82,V52876905,V11338,13403,2021-08-19 12:20:47,"(52.5866997, 13.3232104)",0.02,72.0,1.04,2.18,836.0,192.0,2021-08-19 12:06:51,9.38755980861244,88.07339449541284,5
352,83,V52876905,V11338,13403,2021-08-19 12:22:35,"(52.5864606, 13.3230057)",0.03,108.0,1.38,2.21,944.0,193.0,2021-08-19 12:06:51,8.427966101694917,87.33031674208145,5
353,84,V52876905,V11338,13403,2021-08-19 12:24:23,"(52.5862089, 13.3227902)",0.03,108.0,1.35,2.24,1052.0,194.0,2021-08-19 12:06:51,7.665399239543726,86.60714285714285,5
354,85,V52876905,V11338,13403,2021-08-19 12:25:35,"(52.5860356, 13.3226418)",0.02,72.0,0.94,2.26,1124.0,195.0,2021-08-19 12:06:51,7.238434163701067,86.28318584070797,5
355,86,V52876905,V11338,13403,2021-08-19 12:29:11,"(52.5855329, 13.3222114)",0.06,216.0,2.52,2.32,1340.0,198.0,2021-08-19 12:06:51,6.232835820895523,85.3448275862069,5
356,87,V52876905,V11338,13403,2021-08-19 12:36:59,"(52.5844869, 13.3213109)",0.13,468.0,5.59,2.45,1808.0,204.0,2021-08-19 12:06:51,4.878318584070796,83.26530612244898,5
357,88,V52876905,V11338,13403,2021-08-19 12:40:35,"(52.584043, 13.3209197)",0.06,216.0,2.16,2.51,2024.0,206.0,2021-08-19 12:06:51,4.464426877470355,82.07171314741036,5
358,89,V52876905,V11338,13403,2021-08-19 12:41:11,"(52.5839493, 13.3208475)",0.01,36.0,0.28,2.52,2060.0,206.0,2021-08-19 12:06:51,4.403883495145631,81.74603174603175,5
359,90,V52876905,V11338,13403,2021-08-19 12:43:35,"(52.583614, 13.3205529)",0.04,144.0,0.88,2.56,2204.0,207.0,2021-08-19 12:06:51,4.181488203266788,80.859375,5
360,91,V52876905,V11338,13403,2021-08-19 12:44:11,"(52.5835427, 13.3204933)",0.01,36.0,0.25,2.57,2240.0,207.0,2021-08-19 12:06:51,4.130357142857142,80.54474708171206,5
361,92,V52876905,V11338,13403,2021-08-19 12:44:47,"(52.5834303, 13.3203923)",0.01,36.0,0.28,2.58,2276.0,207.0,2021-08-19 12:06:51,4.080843585237259,80.23255813953489,5
362,93,V52876905,V11338,13403,2021-08-19 12:48:59,"(52.5828475, 13.3198905)",0.07,252.0,1.68,2.65,2528.0,209.0,2021-08-19 12:06:51,3.7737341772151898,78.86792452830188,5
363,94,V52876905,V11338,13403,2021-08-19 12:51:23,"(52.5825621, 13.3196448)",0.04,144.0,1.12,2.69,2672.0,210.0,2021-08-19 12:06:51,3.624251497005988,78.06691449814126,5
364,95,V52876905,V11338,13403,2021-08-19 12:51:59,"(52.5824874, 13.3195805)",0.01,36.0,0.25,2.7,2708.0,210.0,2021-08-19 12:06:51,3.5893648449039883,77.77777777777777,5
365,96,V52876905,V11338,13403,2021-08-19 12:52:35,"(52.5824129, 13.3195163)",0.01,36.0,0.26,2.71,2744.0,210.0,2021-08-19 12:06:51,3.5553935860058306,77.49077490774908,5
366,97,V52876905,V11338,13403,2021-08-19 12:53:11,"(52.5823661, 13.3194757)",0.01,36.0,0.27,2.72,2780.0,210.0,2021-08-19 12:06:51,3.5223021582733813,77.20588235294117,5
367,98,V52876905,V11338,13403,2021-08-19 12:53:47,"(52.5823192, 13.3194351)",0.01,36.0,0.29,2.73,2816.0,210.0,2021-08-19 12:06:51,3.4900568181818183,76.92307692307692,5
368,99,V52876905,V11338,13403,2021-08-19 12:53:51,"(52.5822942, 13.3194134)",0.0,4.0,0.0,2.73,2820.0,210.0,2021-08-19 12:06:51,3.4851063829787234,76.92307692307692,5
369,100,V52876905,V11338,13403,2021-08-19 12:53:57,"(52.5816031, 13.3188143)",0.09,6.0,9.9,2.82,2826.0,220.0,2021-08-19 12:06:51,3.592356687898089,78.01418439716312,5
370,101,V52876905,V11338,13403,2021-08-19 12:54:00,"(52.5811993, 13.3184668)",0.05,3.0,4.0,2.87,2829.0,224.0,2021-08-19 12:06:51,3.6521739130434785,78.04878048780488,5
371,102,V52876905,V11338,13403,2021-08-19 12:54:04,"(52.5809019, 13.3182109)",0.04,4.0,3.32,2.91,2833.0,227.0,2021-08-19 12:06:51,3.6978468055065306,78.00687285223367,5
372,103,V52876905,V11338,13403,2021-08-19 12:54:07,"(52.5808703, 13.3181837)",0.0,3.0,0.0,2.91,2836.0,227.0,2021-08-19 12:06:51,3.6939351198871653,78.00687285223367,5
373,104,V52876905,V11338,13403,2021-08-19 12:54:12,"(52.5804424, 13.3178131)",0.05,5.0,6.65,2.96,2841.0,234.0,2021-08-19 12:06:51,3.750791974656811,79.05405405405405,5
374,105,V52876905,V11338,13403,2021-08-19 12:54:13,"(52.5803786, 13.3177576)",0.01,1.0,1.34,2.97,2842.0,235.0,2021-08-19 12:06:51,3.762139338494018,79.12457912457911,5
375,106,V52876905,V11338,13403,2021-08-19 12:54:16,"(52.5802446, 13.3176409)",0.02,3.0,2.34,2.99,2845.0,237.0,2021-08-19 12:06:51,3.783479789103691,79.26421404682274,5
376,107,V52876905,V11338,13403,2021-08-19 12:54:24,"(52.5799604, 13.3173935)",0.04,8.0,5.2,3.03,2853.0,242.0,2021-08-19 12:06:51,3.8233438485804414,79.86798679867988,5
377,108,V52876905,V11338,13403,2021-08-19 12:54:43,"(52.5790904, 13.3166387)",0.11,19.0,14.74,3.14,2872.0,257.0,2021-08-19 12:06:51,3.935933147632312,81.84713375796179,5
378,109,V52876905,V11338,13403,2021-08-19 12:54:54,"(52.5785686, 13.316186)",0.07,11.0,6.58,3.21,2883.0,264.0,2021-08-19 12:06:51,4.008324661810614,82.24299065420561,5
379,110,V52876905,V11338,13403,2021-08-19 12:54:59,"(52.57855, 13.3161708)",0.0,5.0,0.0,3.21,2888.0,264.0,2021-08-19 12:06:51,4.001385041551247,82.24299065420561,5
380,111,V52876905,V11338,13403,2021-08-19 12:55:00,"(52.5784334, 13.3160744)",0.01,1.0,1.08,3.22,2889.0,265.0,2021-08-19 12:06:51,4.012461059190032,82.29813664596273,5
381,112,V52876905,V11338,13403,2021-08-19 12:55:02,"(52.5782493, 13.3159163)",0.02,2.0,1.74,3.24,2891.0,267.0,2021-08-19 12:06:51,4.034590107229333,82.4074074074074,5
382,113,V52876905,V11338,13403,2021-08-19 12:55:04,"(52.578109, 13.3157958)",0.02,2.0,1.7,3.26,2893.0,269.0,2021-08-19 12:06:51,4.056688558589698,82.51533742331289,5
383,114,V52876905,V11338,13403,2021-08-19 12:55:06,"(52.5779844, 13.3155545)",0.02,2.0,1.24,3.28,2895.0,270.0,2021-08-19 12:06:51,4.078756476683937,82.31707317073172,5
384,115,V52876905,V11338,13403,2021-08-19 12:55:07,"(52.5779565, 13.3155005)",0.0,1.0,0.0,3.28,2896.0,270.0,2021-08-19 12:06:51,4.077348066298343,82.31707317073172,5
385,116,V52876905,V11338,13509,2021-08-19 12:55:08,"(52.5778888, 13.3153695)",0.01,1.0,1.43,3.29,2897.0,271.0,2021-08-19 12:06:51,4.0883672764929235,82.37082066869301,5
386,117,V52876905,V11338,13509,2021-08-19 12:55:09,"(52.5778089, 13.3152584)",0.01,1.0,1.6,3.3,2898.0,273.0,2021-08-19 12:06:51,4.099378881987578,82.72727272727273,5
387,118,V52876905,V11338,13403,2021-08-19 12:55:10,"(52.5777136, 13.3151539)",0.01,1.0,1.9,3.31,2899.0,275.0,2021-08-19 12:06:51,4.110382890651948,83.08157099697885,5
388,119,V52876905,V11338,13403,2021-08-19 12:55:13,"(52.5775203, 13.3149221)",0.03,3.0,6.84,3.34,2902.0,282.0,2021-08-19 12:06:51,4.143349414197106,84.43113772455091,5
389,120,V52876905,V11338,13403,2021-08-19 12:55:17,"(52.5773133, 13.3147178)",0.03,4.0,6.51,3.37,2906.0,289.0,2021-08-19 12:06:51,4.174810736407434,85.7566765578635,5
390,121,V52876905,V11338,13403,2021-08-19 12:55:19,"(52.577232, 13.3146375)",0.01,2.0,2.17,3.38,2908.0,291.0,2021-08-19 12:06:51,4.184319119669876,86.09467455621302,5
391,122,V52876905,V11338,13403,2021-08-19 12:55:36,"(52.576748, 13.3141903)",0.06,17.0,10.14,3.44,2925.0,301.0,2021-08-19 12:06:51,4.233846153846153,87.5,5
392,123,V52876905,V11338,13403,2021-08-19 12:55:38,"(52.5767033, 13.3141432)",0.01,2.0,2.03,3.45,2927.0,303.0,2021-08-19 12:06:51,4.243252476938846,87.82608695652173,5
393,124,V52876905,V11338,13403,2021-08-19 12:55:42,"(52.5766464, 13.3141032)",0.01,4.0,1.64,3.46,2931.0,305.0,2021-08-19 12:06:51,4.249744114636642,88.15028901734104,5
394,125,V52876905,V11338,13403,2021-08-19 12:55:49,"(52.5764987, 13.3140226)",0.02,7.0,2.66,3.48,2938.0,308.0,2021-08-19 12:06:51,4.264125255275697,88.50574712643679,5
395,126,V52876905,V11338,13403,2021-08-19 12:56:02,"(52.5762648, 13.3138748)",0.03,13.0,3.6,3.51,2951.0,312.0,2021-08-19 12:06:51,4.28193832599119,88.8888888888889,5
396,127,V52876905,V11338,13403,2021-08-19 12:56:17,"(52.5760203, 13.3137111)",0.03,15.0,3.06,3.54,2966.0,315.0,2021-08-19 12:06:51,4.296695886716116,88.98305084745762,5
397,128,V52876905,V11338,13403,2021-08-19 12:56:53,"(52.5756476, 13.3135001)",0.04,36.0,3.48,3.58,3002.0,318.0,2021-08-19 12:06:51,4.293137908061293,88.8268156424581,5
398,129,V52876905,V11338,13403,2021-08-19 12:57:05,"(52.5755369, 13.3134404)",0.01,12.0,0.64,3.59,3014.0,319.0,2021-08-19 12:06:51,4.287989382879894,88.85793871866295,5
399,130,V52876905,V11338,13403,2021-08-19 12:57:29,"(52.575378, 13.3133548)",0.02,24.0,1.54,3.61,3038.0,321.0,2021-08-19 12:06:51,4.27781435154707,88.9196675900277,5
400,131,V52876905,V11338,13403,2021-08-19 12:57:47,"(52.5753015, 13.3133205)",0.01,18.0,0.73,3.62,3056.0,322.0,2021-08-19 12:06:51,4.2643979057591626,88.95027624309392,5
401,132,V52876905,V11338,13403,2021-08-19 12:58:41,"(52.5750216, 13.313201)",0.03,54.0,1.65,3.65,3110.0,324.0,2021-08-19 12:06:51,4.22508038585209,88.76712328767124,5
402,133,V52876905,V11338,13403,2021-08-19 12:59:17,"(52.5748303, 13.3131197)",0.02,36.0,1.02,3.67,3146.0,325.0,2021-08-19 12:06:51,4.199618563254927,88.5558583106267,5
403,134,V52876905,V11338,13403,2021-08-19 13:01:05,"(52.5742796, 13.3129186)",0.06,108.0,3.36,3.73,3254.0,328.0,2021-08-19 12:06:51,4.126613398893669,87.93565683646112,5
404,135,V52876905,V11338,13403,2021-08-19 13:04:41,"(52.5737621, 13.3127249)",0.06,216.0,2.4,3.79,3470.0,330.0,2021-08-19 12:06:51,3.9319884726224785,87.0712401055409,5
405,136,V52876905,V11338,13403,2021-08-19 13:05:53,"(52.573585, 13.3126606)",0.02,72.0,0.84,3.81,3542.0,331.0,2021-08-19 12:06:51,3.872388481084134,86.8766404199475,5
406,137,V52876905,V11338,13403,2021-08-19 13:10:41,"(52.5729197, 13.3124192)",0.08,288.0,2.72,3.89,3830.0,334.0,2021-08-19 12:06:51,3.656396866840731,85.8611825192802,5
407,138,V52876905,V11338,13403,2021-08-19 13:13:05,"(52.5725774, 13.312292)",0.04,144.0,1.16,3.93,3974.0,335.0,2021-08-19 12:06:51,3.560140915953699,85.24173027989822,5
408,139,V52876905,V11338,13403,2021-08-19 13:13:41,"(52.5724807, 13.3122561)",0.01,36.0,0.23,3.94,4010.0,335.0,2021-08-19 12:06:51,3.537157107231921,85.0253807106599,5
409,140,V52876905,V11338,13403,2021-08-19 13:14:17,"(52.5724181, 13.3122332)",0.01,36.0,0.23,3.95,4046.0,335.0,2021-08-19 12:06:51,3.514582303509639,84.81012658227847,5
410,141,V52876905,V11338,13403,2021-08-19 13:14:53,"(52.5723231, 13.3121979)",0.01,36.0,0.24,3.96,4082.0,335.0,2021-08-19 12:06:51,3.492405683488486,84.5959595959596,5
411,142,V52876905,V11338,13403,2021-08-19 13:15:29,"(52.5722365, 13.3121664)",0.01,36.0,0.21,3.97,4118.0,335.0,2021-08-19 12:06:51,3.470616804273919,84.38287153652392,5
412,143,V52876905,V11338,13403,2021-08-19 13:16:05,"(52.5721463, 13.3121334)",0.01,36.0,0.18,3.98,4154.0,335.0,2021-08-19 12:06:51,3.449205584978334,84.17085427135679,5
